$1000 Damage to Any One Person's Property,Active School Zone Flag,At Intersection Flag,Average Daily Traffic Amount,Construction Zone Flag,Crash Severity,Crash Time,Crash Total Injury Count,Crash Year,Day of Week,Intersection Related,Roadway Part,Speed Limit,Surface Condition,Traffic Control Type,Person Helmet
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,2204,1,2012,Monday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1141,1,2012,Wednesday,Intersection,Main/Proper Lane,40,Dry,Bike Lane,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1639,1,2012,Wednesday,Non Intersection,Other (Explain In Narrative),5,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,29,1,2012,Wednesday,Non Intersection,Main/Proper Lane,0,Dry,None,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1812,1,2012,Thursday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1821,1,2012,Wednesday,Intersection Related,Main/Proper Lane,30,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,1721,1,2012,Wednesday,Non Intersection,Service/Frontage Road,45,Dry,None,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1853,1,2012,Thursday,Intersection Related,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,629,1,2012,Saturday,Intersection,Main/Proper Lane,0,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Incapacitating Injury,108,1,2012,Saturday,Intersection,Main/Proper Lane,30,Dry,Flashing Red Light,Not Worn
Yes,No,FALSE,44866,No,Non-Incapacitating Injury,1210,1,2012,Monday,Non Intersection,Main/Proper Lane,60,Dry,Signal Light,"Worn, Damaged"
No,No,FALSE,No Data,No,Possible Injury,1806,1,2012,Monday,Non Intersection,Other (Explain In Narrative),0,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,957,1,2012,Monday,Intersection,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Damaged"
No,No,TRUE,No Data,Yes,Incapacitating Injury,1216,1,2012,Wednesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,FALSE,148494,No,Non-Incapacitating Injury,335,1,2012,Friday,Non Intersection,Main/Proper Lane,60,Wet,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1746,1,2012,Friday,Driveway Access,Other (Explain In Narrative),35,Dry,None,Unknown If Worn
No,No,TRUE,No Data,No,Not Injured,142,0,2012,Sunday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2225,1,2012,Tuesday,Intersection,Main/Proper Lane,25,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Possible Injury,1722,1,2012,Wednesday,Intersection,Main/Proper Lane,0,Dry,Marked Lanes,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Incapacitating Injury,1729,1,2012,Thursday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1618,1,2012,Friday,Intersection Related,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1013,1,2012,Saturday,Intersection Related,Other (Explain In Narrative),35,Dry,Yield Sign,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,1812,1,2012,Monday,Driveway Access,Main/Proper Lane,0,Dry,Other (Explain In Narrative),Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,1938,1,2012,Tuesday,Intersection,Main/Proper Lane,40,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,833,1,2012,Wednesday,Driveway Access,Main/Proper Lane,40,Dry,None,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,2302,1,2012,Saturday,Intersection Related,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1556,1,2012,Saturday,Driveway Access,Other (Explain In Narrative),20,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1108,1,2012,Sunday,Non Intersection,Other (Explain In Narrative),0,Wet,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1058,1,2012,Tuesday,Driveway Access,Other (Explain In Narrative),30,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1900,1,2012,Tuesday,Non Intersection,Main/Proper Lane,40,Dry,None,Not Worn
No,No,TRUE,No Data,No,Possible Injury,827,1,2012,Friday,Intersection,Main/Proper Lane,0,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,Yes,Non-Incapacitating Injury,1834,1,2012,Friday,Driveway Access,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Unk Damage"
No,No,FALSE,20895,No,Not Injured,1925,0,2012,Friday,Intersection Related,Main/Proper Lane,30,Dry,Crosswalk,"Worn, Unk Damage"
No,No,TRUE,174473,No,Non-Incapacitating Injury,1925,1,2012,Sunday,Intersection,Service/Frontage Road,0,Dry,None,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1854,1,2012,Tuesday,Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Not Injured,1405,0,2012,Wednesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1729,1,2012,Wednesday,Driveway Access,Main/Proper Lane,25,Dry,None,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1825,1,2012,Thursday,Driveway Access,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1510,1,2012,Thursday,Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,837,1,2012,Friday,Intersection,Main/Proper Lane,30,Wet,None,"Worn, Unk Damage"
No,No,FALSE,172066,No,Non-Incapacitating Injury,1042,1,2012,Saturday,Driveway Access,Service/Frontage Road,45,Dry,Stop Sign,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Possible Injury,1559,1,2012,Monday,Driveway Access,Main/Proper Lane,35,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,958,1,2012,Monday,Non Intersection,Service/Frontage Road,50,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1450,1,2012,Tuesday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,2223,1,2012,Friday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1705,1,2012,Friday,Intersection Related,Main/Proper Lane,0,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Not Injured,827,0,2012,Friday,Driveway Access,Main/Proper Lane,0,Dry,None,"Worn, Not Damaged"
Yes,No,FALSE,160919,No,Possible Injury,539,1,2012,Saturday,Non Intersection,Service/Frontage Road,0,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1112,1,2012,Saturday,Intersection Related,Main/Proper Lane,0,Dry,Yield Sign,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,221,4,2012,Saturday,Non Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,221,4,2012,Saturday,Non Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,221,4,2012,Saturday,Non Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,221,4,2012,Saturday,Non Intersection,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1733,1,2012,Monday,Intersection Related,Main/Proper Lane,45,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1348,1,2012,Wednesday,Driveway Access,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,719,1,2012,Thursday,Intersection Related,Main/Proper Lane,0,Dry,Signal Light,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,906,1,2012,Friday,Driveway Access,Main/Proper Lane,0,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1508,1,2012,Saturday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,901,1,2012,Monday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,931,1,2012,Sunday,Intersection,Main/Proper Lane,45,Wet,Stop Sign,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Incapacitating Injury,726,1,2012,Monday,Intersection,Main/Proper Lane,35,Dry,Signal Light,"Worn, Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1920,1,2012,Monday,Non Intersection,Main/Proper Lane,35,Dry,Signal Light,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1641,1,2012,Tuesday,Driveway Access,Main/Proper Lane,40,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,223,1,2012,Saturday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1712,1,2012,Saturday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1501,1,2012,Saturday,Intersection,Main/Proper Lane,30,Dry,Bike Lane,"Worn, Damaged"
No,No,TRUE,25436,No,Non-Incapacitating Injury,1600,1,2012,Saturday,Intersection Related,Service/Frontage Road,45,Dry,Bike Lane,"Worn, Damaged"
Yes,No,TRUE,No Data,No,Incapacitating Injury,1011,1,2012,Monday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1303,1,2012,Monday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
Yes,No,FALSE,No Data,No,Not Injured,1200,0,2012,Monday,Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1743,1,2012,Wednesday,Non Intersection,Main/Proper Lane,40,Dry,None,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,700,1,2012,Friday,Non Intersection,Main/Proper Lane,0,Dry,Bike Lane,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,856,1,2012,Saturday,Driveway Access,Main/Proper Lane,45,Dry,None,Not Worn
Yes,No,FALSE,No Data,No,Not Injured,1259,0,2012,Saturday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,FALSE,26658,No,Possible Injury,1952,1,2012,Saturday,Intersection Related,Main/Proper Lane,0,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1200,1,2012,Sunday,Driveway Access,Main/Proper Lane,0,Dry,None,Not Worn
No,No,FALSE,No Data,No,Possible Injury,800,1,2012,Wednesday,Non Intersection,Other (Explain In Narrative),10,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1721,1,2012,Wednesday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1755,1,2012,Thursday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1400,1,2012,Sunday,Intersection Related,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,741,1,2012,Monday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2010,1,2012,Wednesday,Intersection Related,Main/Proper Lane,0,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1255,1,2012,Thursday,Non Intersection,Other (Explain In Narrative),0,Dry,Other (Explain In Narrative),Unknown If Worn
No,No,TRUE,160919,No,Possible Injury,2111,1,2012,Thursday,Intersection Related,Service/Frontage Road,50,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,2307,1,2012,Friday,Intersection Related,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1837,1,2012,Monday,Intersection,Main/Proper Lane,30,Dry,None,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2228,1,2012,Tuesday,Non Intersection,Main/Proper Lane,35,Dry,Center Stripe/Divider,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1951,1,2012,Tuesday,Intersection,Main/Proper Lane,45,Dry,Stop Sign,Not Worn
Yes,No,FALSE,172066,No,Non-Incapacitating Injury,824,1,2012,Wednesday,Non Intersection,Service/Frontage Road,45,Dry,Yield Sign,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1252,1,2012,Thursday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,22775,No,Non-Incapacitating Injury,757,1,2012,Friday,Intersection,Main/Proper Lane,45,Dry,Marked Lanes,"Worn, Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1806,1,2012,Saturday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
Yes,No,FALSE,26658,No,Non-Incapacitating Injury,1210,2,2012,Sunday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,830,1,2012,Monday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1040,1,2012,Tuesday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,932,1,2012,Thursday,Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,TRUE,172066,No,Non-Incapacitating Injury,1739,1,2012,Thursday,Intersection,Service/Frontage Road,50,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1651,1,2012,Friday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1702,1,2012,Saturday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,TRUE,14685,No,Non-Incapacitating Injury,325,1,2012,Sunday,Intersection,Main/Proper Lane,45,Dry,None,Not Worn
No,No,TRUE,29839,No,Non-Incapacitating Injury,2145,1,2012,Sunday,Intersection Related,Main/Proper Lane,0,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1726,1,2012,Monday,Driveway Access,Other (Explain In Narrative),35,Dry,None,Not Worn
No,No,FALSE,4300,Yes,Incapacitating Injury,1805,1,2012,Wednesday,Non Intersection,Main/Proper Lane,55,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2230,1,2012,Wednesday,Non Intersection,Main/Proper Lane,40,Dry,Marked Lanes,"Worn, Unk Damage"
No,No,FALSE,No Data,Yes,Possible Injury,831,1,2012,Thursday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1,1,2012,Friday,Non Intersection,Main/Proper Lane,0,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Not Injured,1946,0,2012,Friday,Intersection Related,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,FALSE,29839,No,Possible Injury,1151,1,2012,Saturday,Driveway Access,Main/Proper Lane,45,Dry,None,Not Worn
Yes,No,TRUE,122507,No,Incapacitating Injury,1258,1,2012,Saturday,Intersection,Main/Proper Lane,0,Wet,Flashing Red Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Incapacitating Injury,2105,1,2012,Wednesday,Driveway Access,Main/Proper Lane,35,Dry,None,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2353,1,2012,Wednesday,Non Intersection,Main/Proper Lane,30,Dry,None,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Possible Injury,1110,1,2012,Wednesday,Intersection Related,Main/Proper Lane,0,Dry,Other (Explain In Narrative),Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1510,1,2012,Thursday,Driveway Access,Main/Proper Lane,0,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1756,1,2012,Friday,Driveway Access,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1824,1,2012,Saturday,Non Intersection,Main/Proper Lane,0,Dry,None,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,50,1,2012,Monday,Non Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1620,1,2012,Monday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1722,1,2012,Tuesday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Unknown If Worn
No,No,FALSE,No Data,No,Incapacitating Injury,828,1,2012,Tuesday,Non Intersection,Other (Explain In Narrative),5,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,742,1,2012,Wednesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1842,1,2012,Thursday,Intersection,Service/Frontage Road,0,Dry,Marked Lanes,"Worn, Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,2015,1,2012,Thursday,Driveway Access,Main/Proper Lane,0,Dry,Bike Lane,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2038,1,2012,Sunday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1136,1,2012,Monday,Driveway Access,Other (Explain In Narrative),10,Dry,Other (Explain In Narrative),Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1844,1,2012,Wednesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Not Injured,46,0,2012,Friday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,843,1,2012,Friday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1828,1,2012,Saturday,Driveway Access,Main/Proper Lane,0,Dry,None,Unknown If Worn
No,No,TRUE,38439,No,Non-Incapacitating Injury,951,1,2012,Saturday,Intersection,Main/Proper Lane,60,Dry,Stop Sign,"Worn, Damaged"
Yes,No,FALSE,105589,No,Possible Injury,1300,1,2012,Sunday,Driveway Access,Service/Frontage Road,45,Dry,None,Not Worn
No,No,TRUE,No Data,No,Incapacitating Injury,924,1,2012,Tuesday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Possible Injury,2218,1,2012,Wednesday,Non Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Incapacitating Injury,808,1,2012,Friday,Intersection,Main/Proper Lane,35,Wet,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1354,1,2012,Friday,Driveway Access,Main/Proper Lane,0,Wet,None,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,540,1,2012,Friday,Driveway Access,Main/Proper Lane,30,Wet,None,"Worn, Not Damaged"
Yes,No,TRUE,148494,No,Non-Incapacitating Injury,2230,1,2012,Monday,Intersection,Service/Frontage Road,30,Dry,Crosswalk,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1432,1,2012,Wednesday,Driveway Access,Main/Proper Lane,35,Dry,Bike Lane,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1800,1,2012,Wednesday,Intersection,Main/Proper Lane,45,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2111,1,2012,Thursday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,TRUE,26658,No,Non-Incapacitating Injury,1746,1,2012,Thursday,Intersection Related,Main/Proper Lane,40,Dry,Signal Light,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,835,1,2012,Thursday,Driveway Access,Main/Proper Lane,40,Dry,None,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Possible Injury,1844,1,2012,Friday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1217,1,2012,Friday,Driveway Access,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1243,1,2012,Saturday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Killed,435,1,2012,Sunday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1717,1,2012,Friday,Non Intersection,Main/Proper Lane,30,Dry,None,"Worn, Not Damaged"
No,No,TRUE,21351,No,Incapacitating Injury,1305,1,2012,Saturday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1756,1,2012,Tuesday,Intersection,Main/Proper Lane,0,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,Yes,Non-Incapacitating Injury,1649,1,2012,Wednesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,606,1,2012,Thursday,Intersection,Main/Proper Lane,0,Dry,Signal Light,Unknown If Worn
Yes,No,TRUE,50813,No,Non-Incapacitating Injury,954,1,2012,Friday,Intersection,Main/Proper Lane,50,Dry,Bike Lane,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1803,1,2012,Friday,Driveway Access,Main/Proper Lane,30,Dry,Bike Lane,Not Worn
Yes,No,TRUE,55791,No,Non-Incapacitating Injury,1530,1,2012,Saturday,Intersection,Main/Proper Lane,40,Dry,Signal Light,Not Worn
No,No,FALSE,44866,No,Incapacitating Injury,1110,1,2012,Saturday,Driveway Access,Main/Proper Lane,55,Dry,Marked Lanes,"Worn, Not Damaged"
Yes,No,TRUE,No Data,No,Possible Injury,1651,1,2012,Saturday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,226,1,2012,Saturday,Intersection,Main/Proper Lane,0,Dry,Stop Sign,"Worn, Damaged"
No,No,FALSE,No Data,No,Possible Injury,2159,1,2012,Saturday,Non Intersection,Main/Proper Lane,35,Dry,Bike Lane,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1325,1,2012,Monday,Intersection Related,Main/Proper Lane,30,Dry,Crosswalk,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1536,1,2012,Tuesday,Non Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1950,1,2012,Thursday,Intersection,Main/Proper Lane,25,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,837,1,2012,Thursday,Intersection,Main/Proper Lane,40,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1008,1,2012,Friday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,"Worn, Not Damaged"
